,id,listing,district,area,address,xiaoqu,sqm,room,lvgroom,year,renovation,floor,direction,price,lat,lng,postal,station_1,station_2,dist_1,dist_2
7688,shptz000017815,"中环名品公馆,两房朝南,一梯三户,靠近地铁口,带露台",普陀,桃浦,古浪路288弄,中环名品公馆,90,3,2.0,2013.0,3.0,middle,NS,9000,31.2826414,121.391928,200331.0,南浦大桥,小南门,800.0,1000.0
7689,shptz000017818,"上青佳园,主卧朝南,一梯两户,小区中心位置,采光充足",普陀,甘泉宜川,常德路1258弄,上青佳园,103,2,2.0,2004.0,4.0,high,NS,12000,31.2401214,121.4381404,200085.0,高青路,三林东,700.0,1900.0
7690,shptz000017842,"美墅(复地太阳城),南北通透,联排别墅,小区中心位置,拎包入住",普陀,桃浦,古浪路108弄,美墅(复地太阳城),168,3,3.0,2002.0,3.0,high,S,13000,31.281694,121.398823,200331.0,龙溪路,水城路,600.0,2300.0
7691,shmhz000027512,"西郊庄园(马德里洋房),主卧朝南,一梯两户,位置安静,带中央空调",闵行,华漕,金丰路777弄,西郊庄园(马德里洋房),91,1,2.0,2014.0,4.0,middle,NS,12000,31.2031285,121.2843983,,曲阜路,新闸路,600.0,2300.0
7692,shmhz000027821,"西郊庄园(马德里洋房),主卧朝南,位置安静,采光充足,欧式风格",闵行,华漕,金丰路777弄,西郊庄园(马德里洋房),91,1,2.0,2014.0,4.0,middle,NS,15000,31.2031285,121.2843983,,杨高中路,花木路,2500.0,2600.0
7693,shmhz000032107,"新梅莘苑,南北通透,一梯两户,靠近地铁口,中式风格",闵行,南莘庄,珠城路118弄,新梅莘苑,100,2,1.0,2004.0,3.0,low,NS,6500,31.103403000000004,121.388466,201100.0,曲阳路,赤峰路,800.0,1700.0
7694,shmhz000032110,"虹桥东苑(风度国际),南北通透,独立电梯,小区中心位置,带花园",闵行,金汇龙柏,虹莘路3800弄,虹桥东苑(风度国际),115,2,2.0,2005.0,3.0,low,S,14000,31.167189,121.372879,201103.0,东昌路站,商城路,1200.0,1500.0
7695,shjaz000008883,"华纺小区(安远路899弄),主卧朝南,小区中心位置,采光充足,现代风格",静安,曹家渡,安远路899弄,华纺小区(安远路899弄),50,2,1.0,1997.0,2.0,low,NS,7800,31.2351308,121.4315713,200085.0,御桥,罗山路,6500.0,11500.0
7696,shmhz000032114,"绿梅公寓(罗阳路111弄),主卧朝南,一梯两户,位置安静,拎包入住",闵行,梅陇罗阳,罗阳路111弄,绿梅公寓(罗阳路111弄),98,2,2.0,1996.0,2.0,low,NS,5000,31.125249,121.414064,,上海科技馆,杨高中路,1900.0,2300.0
7697,shmhz000032118,"合生城邦四街坊(金平路788弄),大两房,拎包入住,景观房,视野好",闵行,江川,金平路788弄,合生城邦四街坊(金平路788弄),122,3,2.0,2012.0,3.0,high,NS,4200,31.0155219,121.4098765,,御桥,罗山路,3100.0,8800.0
7698,shmhz000032120,"万科假日风景(畹町路99弄),主卧朝南,近商圈,拎包入住,南北通透",闵行,春申,畹町路99弄,万科假日风景(畹町路99弄),133,3,2.0,2005.0,3.0,high,S,5500,31.104991,121.402021,201108.0,徐泾东,徐泾东,4500.0,4600.0
7699,shjaz000008884,"上海壹街区,南北通透,繁华地段,房型正气,欧式风格",静安,昌平,凤阳路588弄,上海壹街区,293,6,3.0,2003.0,4.0,high,NS,41000,31.232802000000003,121.465101,200085.0,蓝村路,世纪大道,1400.0,1600.0
7700,shjaz000008903,"锦安公寓,大两房,繁华地段,拎包入住,现代风格",静安,昌平,延平路340弄,锦安公寓,92,2,2.0,1995.0,3.0,high,S,9500,31.232128000000003,121.439001,200085.0,中山公园站,延安西路,300.0,2800.0
7701,shjaz000008906,"又一村(静安),主卧朝南,小区中心位置,房型正气,简约风格",静安,静安寺,常德路519弄,又一村(静安),52,2,0.0,1989.0,3.0,high,S,6800,31.229819,121.446126,200085.0,娄山关路,中山公园站,900.0,1800.0
7702,shjaz000008910,"康乐大楼,小户型,大平层,繁华地段,价格可谈",静安,新闸,北京西路940号,康乐大楼,46,2,0.0,1985.0,1.0,low,E,8500,31.231557,121.457491,200085.0,杨思,后滩,2000.0,2800.0
7703,shptz000019525,"中桥大厦,主卧朝南,独立电梯,小区中心位置,带露台",普陀,曹杨,曹杨路903弄,中桥大厦,68,2,1.0,1997.0,2.0,high,S,6000,31.24132100000001,121.41067,,四川北路站,海伦路,400.0,800.0
7704,shmhz000032186,"金汇三街坊(先锋公寓),一门关,一梯两户,小区中心位置,采光充足",闵行,金汇龙柏,红松路175弄,金汇三街坊(先锋公寓),40,1,1.0,1996.0,2.0,high,S,3800,31.1820144,121.37162820000002,201103.0,东昌路站,商城路,1700.0,2000.0
7705,shmhz000032188,"皇都花园(2期),主卧朝南,位置安静,价格可谈,现代风格",闵行,七宝,顾戴路2000弄,皇都花园(2期),143,2,2.0,2010.0,2.0,high,SW,13000,31.135573,121.368053,,娄山关路,延安西路,800.0,1400.0
7706,shmhz000032195,"春江锦庐,三房朝南,一梯两户,小区景观位置,采光充足",闵行,古美,古美西路752弄,春江锦庐,116,3,2.0,2005.0,2.0,middle,S,8500,31.133002,121.38621299999998,,佘山,洞泾,10300.0,22200.0
7707,shmhz000032203,"西郊庄园(2期),主卧朝南,独栋别墅,小区中心位置,带花园",闵行,华漕,金丰路588弄,西郊庄园(2期),421,5,3.0,2003.0,4.0,low,S,70000,31.195962,121.282961,,中山公园站,金沙江路,1000.0,4900.0
7708,shmhz000032204,"罗阳三村,主卧朝南,顶楼房,采光充足,中式风格",闵行,梅陇罗阳,莲花南路431弄(旧址为罗阳路358弄),罗阳三村,72,2,2.0,1997.0,2.0,high,NS,4800,31.122327399999996,121.4079584,,新天地,打浦桥,1000.0,1200.0
7709,shjaz000008918,"四方新城,大两房,繁华地段,拎包入住,欧式风格",静安,南京西路,巨鹿路568弄,四方新城,139,2,2.0,1997.0,4.0,low,NS,30000,31.221384000000004,121.4554524,200085.0,杨高中路,花木路,2500.0,2600.0
7710,shmhz000032210,"平吉一村,主卧朝南,大平层,小区中心位置,得房率高",闵行,古美,平吉一村,平吉一村,70,2,1.0,1994.0,2.0,middle,S,5000,31.145792,121.382339,,锦绣路,芳华路,1600.0,2400.0
7711,shmhz000032215,"上中西路767弄,主卧朝南,大平层,小区中心位置,采光充足",闵行,梅陇罗阳,上中西路767弄,上中西路767弄,78,3,1.0,1998.0,3.0,middle,NS,5000,31.130664000000003,121.416518,,耀华路,云台路,1300.0,2500.0
7712,shjaz000008921,"康定大楼,小户型,靠近地铁口,得房率高,欧式风格",静安,新闸,康定路460弄,康定大楼,50,1,1.0,1999.0,3.0,high,SW,5500,31.23388,121.4476077,200085.0,西藏南路,陆家浜路,1300.0,1500.0
7713,shmhz000032243,"莘南新村,南北通透,一梯两户,小区中心位置,拎包入住",闵行,北莘庄,莘中路15弄,莘南新村,91,2,2.0,1994.0,1.0,high,NS,3900,31.1042796,121.377733,201100.0,御桥,罗山路,4400.0,10100.0
7714,shmhz000032252,"新浦江城(1期-江桦路400弄),南北通透,复式房,位置安静,采光充足",闵行,浦江镇,江桦路400弄,新浦江城(1期-江桦路400弄),192,4,2.0,2006.0,3.0,low,S,13000,31.105658,121.495347,201112.0,航津路,外高桥保税区北,1500.0,1500.0
7715,shmhz000032293,"金榜人家(石屏路399弄),两房朝南,房型正气,南北通透,拎包入住",闵行,江川,石屏路399弄,金榜人家(石屏路399弄),127,3,2.0,2004.0,3.0,low,NS,5000,31.017742,121.4195881,,水城路,龙溪路,1800.0,2100.0
7716,shjaz000008932,"众乐小区,繁华地段,得房率高,近商圈,房型正气",静安,新闸,陕西北路663弄,众乐小区,29,1,0.0,1999.0,3.0,low,S,4500,31.233427,121.450401,200085.0,五莲路站,巨峰路,400.0,1200.0
7717,shjaz000008933,"长城小区,繁华地段,得房率高,近商圈,房型正气",静安,曹家渡,康定路950弄,长城小区,40,1,1.0,1995.0,3.0,high,S,4500,31.231309000000003,121.438677,200085.0,娄山关路,中山公园站,1100.0,1300.0
7718,shjaz000008934,"新江大楼,繁华地段,房型正气,近商圈,黄金楼层",静安,新闸,江宁路,新江大楼,35,1,1.0,1992.0,3.0,low,S,6000,31.239394300000004,121.4480127,,广兰路,金科路,800.0,3200.0
7719,shmhz000032299,"富宏花园,景观房,独栋别墅,小区中心位置,带露台",闵行,七宝,虹梅路3131弄,富宏花园,387,5,4.0,1997.0,4.0,high,NS,28000,31.185139000000003,121.388733,201103.0,豫园,老西门,500.0,1300.0
7720,shjaz000008910,"康乐大楼,小户型,大平层,繁华地段,价格可谈",静安,新闸,北京西路940号,康乐大楼,46,2,0.0,1985.0,1.0,low,E,8500,31.231557,121.457491,200085.0,芳华路,龙阳路,0.0,1100.0
7721,shptz000019520,"绿洲广场,主卧朝南,独立电梯,位置安静,采光充足",普陀,武宁,白兰路137弄,绿洲广场,96,2,0.0,2004.0,3.0,middle,S,10000,31.236208,121.414529,200063.0,民生路,杨高中路,500.0,2900.0
7722,shmhz000032182,"爱庐.世纪新苑,主卧朝南,一梯两户,小区入口附近,房型正气",闵行,东颛桥,沪光路39弄,爱庐.世纪新苑,93,2,2.0,2007.0,3.0,low,E,5000,31.07974500000001,121.41875,201108.0,虹桥路,延安西路,1700.0,2500.0
7723,shptz000019525,"中桥大厦,主卧朝南,独立电梯,小区中心位置,带露台",普陀,曹杨,曹杨路903弄,中桥大厦,68,2,1.0,1997.0,2.0,high,S,6000,31.24132100000001,121.41067,,浦三路,三林东,1200.0,2100.0
7724,shmhz000032186,"金汇三街坊(先锋公寓),一门关,一梯两户,小区中心位置,采光充足",闵行,金汇龙柏,红松路175弄,金汇三街坊(先锋公寓),40,1,1.0,1996.0,2.0,high,S,3800,31.1820144,121.37162820000002,201103.0,伊犁路,宋园路,100.0,800.0
7725,shmhz000032188,"皇都花园(2期),主卧朝南,位置安静,价格可谈,现代风格",闵行,七宝,顾戴路2000弄,皇都花园(2期),143,2,2.0,2010.0,2.0,high,SW,13000,31.135573,121.368053,,人民广场,大世界,600.0,800.0
7726,shmhz000032191,"锦绣江南(4期),两房朝南,独立电梯,小区中心位置,带家具家电",闵行,金汇龙柏,金汇南路301弄,锦绣江南(4期),137,3,2.0,2005.0,2.0,middle,S,17000,31.167518,121.37781499999998,201103.0,耀华路,杨思,900.0,1600.0
7727,shmhz000032195,"春江锦庐,三房朝南,一梯两户,小区景观位置,采光充足",闵行,古美,古美西路752弄,春江锦庐,116,3,2.0,2005.0,2.0,middle,S,8500,31.133002,121.38621299999998,,北新泾,真北路,1600.0,6000.0
7728,shmhz000032203,"西郊庄园(2期),主卧朝南,独栋别墅,小区中心位置,带花园",闵行,华漕,金丰路588弄,西郊庄园(2期),421,5,3.0,2003.0,4.0,low,S,70000,31.195962,121.282961,,杨思,后滩,2000.0,2800.0
7729,shmhz000032204,"罗阳三村,主卧朝南,顶楼房,采光充足,中式风格",闵行,梅陇罗阳,莲花南路431弄(旧址为罗阳路358弄),罗阳三村,72,2,2.0,1997.0,2.0,high,NS,4800,31.122327399999996,121.4079584,,老西门,大世界,1300.0,1500.0
7730,shjaz000008918,"四方新城,大两房,繁华地段,拎包入住,欧式风格",静安,南京西路,巨鹿路568弄,四方新城,139,2,2.0,1997.0,4.0,low,NS,30000,31.221384000000004,121.4554524,200085.0,御桥,罗山路,6800.0,11300.0
7731,shmhz000032210,"平吉一村,主卧朝南,大平层,小区中心位置,得房率高",闵行,古美,平吉一村,平吉一村,70,2,1.0,1994.0,2.0,middle,S,5000,31.145792,121.382339,,三林,高青路,1300.0,2200.0
7732,shmhz000032214,"莲花公寓(莲花路425弄),主卧朝南,大平层,小区中心位置,拎包入住",闵行,古美,莲花路425弄,莲花公寓(莲花路425弄),144,3,2.0,1998.0,3.0,high,S,8500,31.142439000000003,121.400331,,东昌路站,商城路,1700.0,2000.0
7733,shmhz000032215,"上中西路767弄,主卧朝南,大平层,小区中心位置,采光充足",闵行,梅陇罗阳,上中西路767弄,上中西路767弄,78,3,1.0,1998.0,3.0,middle,NS,5000,31.130664000000003,121.416518,,东昌路站,商城路,1700.0,2000.0
7734,shptz000019533,"曹杨九村(金杨园),厨卫朝北,繁华地段,得房率高,近商圈",普陀,长征,曹杨九村,曹杨九村(金杨园),28,1,0.0,1977.0,2.0,low,N,3100,31.23300799999999,121.404907,,三林东,浦三路,900.0,2000.0
7735,shmhz000032218,"古美三村,主卧朝南,大平层,小区中心位置,得房率高",闵行,古美,平阳路360弄,古美三村,55,2,1.0,1995.0,3.0,middle,S,4100,31.141066,121.402865,,杨高南路,高科西路,300.0,2200.0
7736,shmhz000032223,"蔚蓝城市花园,带飘窗,繁华地段,黄金楼层,南北通透",闵行,古美,平吉路88弄,蔚蓝城市花园,104,2,2.0,2004.0,3.0,middle,S,7500,31.15059,121.40439,200233.0,水城路,娄山关路,500.0,1300.0
7737,shjaz000008920,"上海壹街区,大两房,繁华地段,拎包入住,现代风格",静安,昌平,凤阳路588弄,上海壹街区,98,2,1.0,2003.0,3.0,middle,S,14500,31.232802000000003,121.465101,200085.0,西藏南路,陆家浜路,600.0,800.0
7738,shjaz000008921,"康定大楼,小户型,靠近地铁口,得房率高,欧式风格",静安,新闸,康定路460弄,康定大楼,50,1,1.0,1999.0,3.0,high,SW,5500,31.23388,121.4476077,200085.0,陆家浜路,老西门,900.0,1300.0
7739,shmhz000032237,"西郊庄园(马德里洋房),主卧朝南,loft户型,繁华地段,采光充足",闵行,华漕,金丰路777弄,西郊庄园(马德里洋房),91,2,1.0,2014.0,3.0,high,S,13000,31.2031285,121.2843983,,商城路,世纪大道,200.0,300.0
7740,shmhz000032239,"奥玎宫廷,景观房,独栋别墅,小区中心位置,带露台",闵行,金虹桥,虹梅路3001弄88支弄,奥玎宫廷,339,5,4.0,2001.0,3.0,low,S,30000,31.184055,121.384813,,民生路,德平路,1300.0,1600.0
7741,shmhz000032243,"莘南新村,南北通透,一梯两户,小区中心位置,拎包入住",闵行,北莘庄,莘中路15弄,莘南新村,91,2,2.0,1994.0,1.0,high,NS,3900,31.1042796,121.377733,201100.0,蓝村路,上海儿童医学中心,1800.0,2000.0
7742,shmhz000032246,"罗阳一村,主卧朝南,一梯两户,黄金楼层,中式风格",闵行,梅陇罗阳,罗阳路258弄,罗阳一村,70,2,1.0,1997.0,3.0,middle,S,3900,31.122916,121.410372,,蓝村路,塘桥,200.0,1400.0
7743,shjaz000008922,"海关二村,小户型,近商圈,采光充足,位置安静",静安,新闸,新闸路1335弄,海关二村,54,2,1.0,1986.0,1.0,high,NS,7500,31.231431,121.450773,200000.0,曲阳路,四平路,100.0,1100.0
7744,shmhz000032251,"复地北桥城,主卧朝南,大平层,位置安静,房型正气",闵行,北桥,都市路399弄,复地北桥城,108,2,1.0,2006.0,3.0,high,NS,5000,31.035692,121.422101,,广兰路,唐镇,2500.0,3400.0
7745,shmhz000032252,"新浦江城(1期-江桦路400弄),南北通透,复式房,位置安静,采光充足",闵行,浦江镇,江桦路400弄,新浦江城(1期-江桦路400弄),192,4,2.0,2006.0,3.0,low,S,13000,31.105658,121.495347,201112.0,曲阳路,赤峰路,400.0,500.0
7746,shjaz000008923,"国际丽都城(北京西路758弄),客厅带阳台,繁华地段,黄金楼层,中式风格",静安,新闸,北京西路758弄,国际丽都城(北京西路758弄),298,4,2.0,2004.0,3.0,high,E,55000,31.2322173,121.4600021,200085.0,锦绣路,杨高南路,800.0,1500.0
7747,shmhz000032263,"水清年华花园(水景苑),主卧朝南,小区中心位置,采光充足,简约风格",闵行,七宝,沪松公路565弄,水清年华花园(水景苑),67,2,2.0,2004.0,2.0,low,NS,5000,31.1512048,121.3421009,201101.0,耀华路,中华艺术宫,700.0,1300.0
7748,shmhz000032264,"南方城,客厅朝南,小区入口附近,采光充足,南北通透",闵行,古美,沪闵路7580弄111支弄,南方城,107,2,2.0,2005.0,3.0,high,S,8500,31.133561,121.399719,,御桥,罗山路,5700.0,11500.0
7749,shmhz000032270,"鹤北一街坊(鹤庆路136弄),近商圈,得房率高,靠近花园,房型正气",闵行,江川,鹤庆路136弄,鹤北一街坊(鹤庆路136弄),59,2,1.0,1994.0,3.0,low,S,3000,31.009733,121.420289,,大柏树,赤峰路,1300.0,1500.0
7750,shmhz000032271,"井亭苑,主卧朝南,繁华地段,采光充足,简约风格",闵行,金汇龙柏,虹莘路3799弄,井亭苑,70,2,2.0,2000.0,3.0,high,NS,4200,31.1673812,121.3725236,201103.0,曲阜路,新闸路,600.0,2300.0
7751,shptz000019562,"西谈家渡路129弄,主卧朝南,小区中心位置,房型正气,中式风格",普陀,武宁,西谈家渡路129弄,西谈家渡路129弄,56,2,0.0,1985.0,3.0,high,S,7000,31.2357952,121.424195,200085.0,世纪公园,上海科技馆,800.0,1000.0
7752,shptz000019564,"高逸尚城(礼泉路700弄),大开间,繁华地段,卫生间全明,近商圈",普陀,真如,礼泉路700弄,高逸尚城(礼泉路700弄),162,4,2.0,2015.0,2.0,middle,S,15000,31.2560519,121.4168419,200000.0,西藏南路,陆家浜路,1200.0,1400.0
7754,shptz000019571,"中鼎豪园,主卧朝南,小区中心位置,采光充足,中式风格",普陀,真如,清涧路68弄,中鼎豪园,135,3,2.0,2005.0,3.0,high,S,10000,31.263423,121.388825,200331.0,南浦大桥,西藏南路,1400.0,1500.0
7756,shmhz000032293,"金榜人家(石屏路399弄),两房朝南,房型正气,南北通透,拎包入住",闵行,江川,石屏路399弄,金榜人家(石屏路399弄),127,3,2.0,2004.0,3.0,low,NS,5000,31.017742,121.4195881,,蓝村路,世纪大道,1400.0,1400.0
7757,shjaz000008932,"众乐小区,繁华地段,得房率高,近商圈,房型正气",静安,新闸,陕西北路663弄,众乐小区,29,1,0.0,1999.0,3.0,low,S,4500,31.233427,121.450401,200085.0,伊犁路,水城路,1500.0,2300.0
7758,shjaz000008933,"长城小区,繁华地段,得房率高,近商圈,房型正气",静安,曹家渡,康定路950弄,长城小区,40,1,1.0,1995.0,3.0,high,S,4500,31.231309000000003,121.438677,200085.0,金京路,申江路,1700.0,5400.0
7759,shjaz000008934,"新江大楼,繁华地段,房型正气,近商圈,黄金楼层",静安,新闸,江宁路,新江大楼,35,1,1.0,1992.0,3.0,low,S,6000,31.239394300000004,121.4480127,,佘山,洞泾,7700.0,18400.0
7760,shmhz000032223,"蔚蓝城市花园,带飘窗,繁华地段,黄金楼层,南北通透",闵行,古美,平吉路88弄,蔚蓝城市花园,104,2,2.0,2004.0,3.0,middle,S,7500,31.15059,121.40439,200233.0,金科路,张江高科,400.0,2000.0
7761,shjaz000008920,"上海壹街区,大两房,繁华地段,拎包入住,现代风格",静安,昌平,凤阳路588弄,上海壹街区,98,2,1.0,2003.0,3.0,middle,S,14500,31.232802000000003,121.465101,200085.0,曲阳路,四平路,100.0,1100.0
7762,shmhz000032237,"西郊庄园(马德里洋房),主卧朝南,loft户型,繁华地段,采光充足",闵行,华漕,金丰路777弄,西郊庄园(马德里洋房),91,2,1.0,2014.0,3.0,high,S,13000,31.2031285,121.2843983,,东昌路站,商城路,1000.0,1400.0
7763,shmhz000032239,"奥玎宫廷,景观房,独栋别墅,小区中心位置,带露台",闵行,金虹桥,虹梅路3001弄88支弄,奥玎宫廷,339,5,4.0,2001.0,3.0,low,S,30000,31.184055,121.384813,,杨思,东方体育中心,1200.0,2000.0
7764,shmhz000032246,"罗阳一村,主卧朝南,一梯两户,黄金楼层,中式风格",闵行,梅陇罗阳,罗阳路258弄,罗阳一村,70,2,1.0,1997.0,3.0,middle,S,3900,31.122916,121.410372,,塘桥,蓝村路,100.0,1100.0
7765,shjaz000008922,"海关二村,小户型,近商圈,采光充足,位置安静",静安,新闸,新闸路1335弄,海关二村,54,2,1.0,1986.0,1.0,high,NS,7500,31.231431,121.450773,200000.0,徐泾东,徐泾东,4500.0,4600.0
7766,shmhz000032251,"复地北桥城,主卧朝南,大平层,位置安静,房型正气",闵行,北桥,都市路399弄,复地北桥城,108,2,1.0,2006.0,3.0,high,NS,5000,31.035692,121.422101,,世纪大道,源深体育中心,200.0,1000.0
7767,shjaz000008923,"国际丽都城(北京西路758弄),客厅带阳台,繁华地段,黄金楼层,中式风格",静安,新闸,北京西路758弄,国际丽都城(北京西路758弄),298,4,2.0,2004.0,3.0,high,E,55000,31.2322173,121.4600021,200085.0,殷高西路,江湾镇,1000.0,2300.0
